label,text,text_len,num_words,cleaned_text
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,231,43,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,80,16,k fyi x ride earli tomorrow morn crash place tonight
ham,U reach orchard already? U wan 2 go buy tickets first?,54,11,u reach orchard alreadi u wan go buy ticket first
ham,Tell them the drug dealer's getting impatient,45,7,tell drug dealer get impati
ham,Thx. All will be well in a few months,37,9,thx well month
ham,Did you see that film:),23,5,see film
ham,Ultimately tor motive tui achieve korli.,40,6,ultim tor motiv tui achiev kor
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",161,30,wan win meet greet westlif u current tour unbreak untam unkempt text cost p std text
ham,I'm glad. You are following your dreams.,40,7,glad follow dream
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,90,19,think far find check googl map place dorm
ham,Where are you call me.,22,5,call
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",110,21,er hello thing quit go plan limp slowli home follow aa exhaust hang
ham,I liked the new mobile,22,5,like new mobil
ham,Then wat r u doing now? Busy wif work?,38,9,wat r u busi wif work
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),198,34,pure heart person wonder smile make even enemi feel guilti enemi catch world smile goodmorn amp smiley sunday
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,83,14,nationwid auto centr someth like newport road like
ham,"Sorry, I'll call later",22,4,sorri call later
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",71,15,tell quit long cos finish film yet
ham,Can you do a mag meeting this avo at some point?,48,11,mag meet avo point
ham,I love to give massages. I use lots of baby oil... What is your fave position?,78,16,love give massag use lot babi oil fave posit
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,100,22,work eye philosophi text u later bit free chat
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",132,25,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win co uk
ham,Hey i've booked the 2 lessons on sun liao...,44,9,hey book lesson sun liao
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",58,14,hey babe u doin wot u nite love anni x
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,67,15,hi dear saw dear happi batteri low
ham,Even i cant close my eyes you are in me our vava playing umma :-D,65,15,even cant close eye vava play umma
ham,Lol I would but despite these cramps I like being a girl.,57,12,lol would despit cramp like girl
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,49,1,staff scienc nus edu sg phyhcmk teach pc
ham,Then cant get da laptop? My matric card wif ü lei... ,53,12,cant get da laptop matric card wif lei
ham,Ok. She'll be ok. I guess,25,6,ok ok guess
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",183,36,wow right mean guess gave boston men chang search locat nyc someth chang cuz signin page still say boston
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",146,34,fuck babe miss alreadi know let send money toward net need want crave
ham,Where r e meeting tmr?,22,5,r e meet tmr
ham,jay says he'll put in  &lt;#&gt;,32,7,jay say put lt gt
ham,I dunno they close oredi not... Ü v ma fan...,45,10,dunno close oredi v fan
ham,Don know:)this week i'm going to tirunelvai da.,47,8,know week go tirunelvai da
ham,Only saturday and sunday holiday so its very difficult:),56,9,saturday sunday holiday difficult
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",86,20,strang watch nd one bed sweet dream miss u
ham,K.i will send in  &lt;#&gt;  min:),34,8,k send lt gt min
ham,Oh ok.. Wat's ur email?,23,5,oh ok wat ur email
ham,Going to take your babe out ?,29,7,go take babe
ham,Well done and ! luv ya all ,27,8,well done luv ya
ham,I love your ass! Do you enjoy doggy style? :),45,10,love ass enjoy doggi style
ham,Where do you need to go to get it?,34,9,need go get
ham,Come by our room at some point so we can iron out the plan for this weekend,75,17,come room point iron plan weekend
ham,K.:)do it at evening da:)urgent:),33,5,k even da urgent
ham,I cant pick the phone right now. Pls send a message,51,11,cant pick phone right pls send messag
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,96,19,reason team budget avail last buy unsold player base rate
ham,Thanx a lot...,14,3,thanx lot
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",143,29,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni
ham,Sorry da thangam.it's my mistake.,33,5,sorri da thangam mistak
ham,You should change your fb to jaykwon thuglyfe falconerf,55,9,chang fb jaykwon thuglyf falconerf
ham,No message..no responce..what happend?,38,4,messag responc happend
ham,I will reach before ten morning,31,6,reach ten morn
ham,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",150,15,hi babe uawak feellikw shit justfound via alett thatmum gotmarri thnov behind ourback fuckinnic selfish deviousbitch anyway l call u
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,96,21,run away frm u walk slowli amp kill u care enough stop
spam,PRIVATE! Your 2003 Account Statement for 078,44,7,privat account statement
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,73,15,gift tri get throw cliff someth
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",103,19,good need receipt well done yes pleas tell number could ring
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,136,22,natalja f invit friend repli yes see www sms ac u nat stop send stop frnd
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130,24,parent kidz friend n colleagu scream surpris wait sofa nake
ham,You will be in the place of that man,36,9,place man
ham,Wow v v impressed. Have funs shopping!,38,7,wow v v impress fun shop
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,76,18,ard like dat lor juz meet mrt station dun haf come
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),127,26,good sleep rhythm person establish rhythm bodi learn use want know
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146,32,boltblu tone p repli poli mono eg poli cha cha slide yeah slow jamz toxic come stop tone txt
ham,Stupid auto correct on my phone,31,6,stupid auto correct phone
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119,19,imagin life without see fast u search worri l alway disturb u goodnoon
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,116,29,r stayin extra week back next wed rugbi weekend hi c u soon
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",158,29,urgent urgent free flight europ give away call b th sept take friend free call claim ba nnfwfli ppm
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,158,23,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl
ham,Id onluy matters when getting on from offcampus,47,8,id onluy matter get offcampus
ham,Ya! when are ü taking ure practical lessons? I start in june..  ,64,14,ya take ure practic lesson start june
ham,Where r we meeting?,19,4,r meet
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",49,12,k give sec break lt gt cstore
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,24,love decis feel could decid love life would much simpler less magic
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,26,peopl see msgs think iam addict msging wrong bcoz know iam addict sweet friend bslvyl
ham,No way I'm going back there!,28,6,way go back
ham,Ü takin linear algebra today?,29,5,takin linear algebra today
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,10,marrow wed lt gt aha
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",63,11,great aunt anniversari parti tarpon spring
ham,"Sorry, I'll call later",22,4,sorri call later
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",58,12,machan go gym tomorrow wil come late goodnight
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,71,16,got job wipro get everi thing life year
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,16,yup still coffe wif fren fren drove give lift
ham,"That's cool he'll be here all night, lemme know when you're around",66,12,cool night lem know around
ham,"What part of ""don't initiate"" don't you understand",50,8,part initi understand
ham,Don no da:)whats you plan?,26,5,da what plan
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,27,tomorrow go theatr come wherev u call tell come tomorrow
ham,Eatin my lunch...,17,3,eatin lunch
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,116,23,lol pleas actual send pic right wan na see pose comb hair dryer someth
ham,I have to take exam with in march 3,35,9,take exam march
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84,15,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",157,26,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
ham,Thank god they are in bed!,26,6,thank god bed
ham,She doesnt need any test.,25,5,doesnt need test
ham,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",154,27,respons one power weapon occupi place other heart alway give respons care u gud night swt dream take care
